date,cloud_cover,max_temp,mean_temp,min_temp,precipitation,snow_depth
2013-03-23,8.0,1.4,1.3,0.8,1.6,0.0
2013-03-24,8.0,1.5,0.7,0.0,0.0,0.0
2013-03-25,8.0,2.4,0.6,-0.4,0.0,0.0
2013-03-26,8.0,4.8,1.5,0.5,0.0,0.0
2013-03-27,8.0,5.2,2.1,-0.7,0.0,0.0
2013-03-28,6.0,7.4,1.9,-1.5,0.0,0.0
2013-03-29,6.0,5.8,2.7,-2.0,0.0,0.0
2013-03-30,8.0,5.9,3.5,1.1,0.0,0.0
2013-03-31,4.0,6.9,1.8,-2.3,0.0,0.0
2013-04-01,5.0,8.6,3.8,0.7,0.0,0.0
2013-04-02,0.0,6.0,4.1,-0.4,0.0,0.0
2013-04-03,5.0,3.7,2.8,-0.4,0.0,0.0
2013-04-04,7.0,8.5,2.2,0.6,0.4,0.0
2013-04-05,7.0,10.7,5.0,1.5,0.0,0.0
2013-04-06,1.0,10.4,5.4,0.1,0.0,0.0
2013-04-07,1.0,11.2,4.6,-1.2,0.0,0.0
2013-04-08,5.0,9.7,7.7,4.1,2.4,0.0
2013-04-09,7.0,11.1,6.7,3.6,0.2,0.0
2013-04-10,5.0,13.4,7.0,2.8,10.4,0.0
2013-04-11,7.0,13.2,9.2,4.9,5.6,0.0
2013-04-12,6.0,15.1,9.7,6.1,3.4,0.0
2013-04-13,7.0,19.9,9.7,4.2,4.4,0.0
2013-04-14,5.0,15.7,14.8,9.7,0.0,0.0
2013-04-15,5.0,17.1,13.2,10.6,0.0,0.0
2013-04-16,5.0,18.8,13.2,9.3,0.0,0.0
2013-04-17,5.0,15.4,13.8,8.7,0.0,0.0
2013-04-18,3.0,13.6,12.2,8.9,1.6,0.0
2013-04-19,5.0,14.0,10.1,6.6,0.0,0.0
2013-04-20,0.0,14.8,8.4,2.8,0.0,0.0
2013-04-21,2.0,15.5,8.1,1.4,0.0,0.0
2013-04-22,6.0,20.7,11.0,6.5,0.0,0.0
2013-04-23,2.0,20.3,15.0,9.2,0.0,0.0
2013-04-24,4.0,22.8,14.4,8.5,0.2,0.0
2013-04-25,4.0,13.4,16.4,9.9,2.8,0.0
2013-04-26,5.0,11.4,10.0,6.6,0.0,0.0
2013-04-27,4.0,12.1,7.2,2.9,2.6,0.0
2013-04-28,4.0,14.8,6.3,0.5,0.0,0.0
2013-04-29,4.0,14.7,11.2,7.5,0.0,0.0
2013-04-30,2.0,16.5,9.5,4.2,0.0,0.0
2013-05-01,2.0,17.6,10.2,3.8,0.0,0.0
2013-05-02,0.0,19.4,11.3,5.0,0.0,0.0
2013-05-03,0.0,17.2,12.1,4.7,0.0,0.0
2013-05-04,4.0,18.7,12.5,7.7,1.0,0.0
2013-05-05,6.0,22.0,12.7,6.7,0.0,0.0
2013-05-06,3.0,22.6,16.4,10.8,0.0,0.0
2013-05-07,0.0,17.9,15.9,9.1,0.6,0.0
2013-05-08,6.0,14.9,15.0,12.0,0.2,0.0
2013-05-09,4.0,18.3,10.9,6.9,0.8,0.0
2013-05-10,7.0,14.1,14.0,9.6,1.8,0.0
2013-05-11,6.0,15.4,10.5,6.8,2.4,0.0
2013-05-12,5.0,15.8,10.2,5.0,0.4,0.0
2013-05-13,5.0,12.3,13.2,10.5,0.0,0.0
2013-05-14,8.0,14.4,9.8,7.3,7.6,0.0
2013-05-15,6.0,16.9,10.3,6.1,0.6,0.0
2013-05-16,2.0,12.6,10.2,3.4,0.2,0.0
2013-05-17,6.0,16.0,9.7,6.7,0.0,0.0
2013-05-18,6.0,18.8,12.4,8.8,0.0,0.0
2013-05-19,3.0,17.3,13.7,8.6,0.2,0.0
2013-05-20,7.0,15.3,14.1,10.9,0.0,0.0
2013-05-21,7.0,15.0,13.9,12.4,0.4,0.0
2013-05-22,6.0,11.7,12.4,9.7,0.0,0.0
2013-05-23,5.0,9.9,8.7,5.7,0.6,0.0
2013-05-24,7.0,16.2,7.7,5.5,4.8,0.0
2013-05-25,3.0,19.8,10.8,5.3,0.0,0.0
2013-05-26,1.0,18.2,12.9,6.0,0.0,0.0
2013-05-27,2.0,12.0,12.1,6.0,4.0,0.0
2013-05-28,8.0,13.2,10.8,9.6,12.2,0.0
2013-05-29,7.0,15.2,10.4,7.5,4.0,0.0
2013-05-30,8.0,21.9,12.8,10.4,0.0,0.0
2013-05-31,6.0,18.8,16.7,11.4,0.0,0.0
2013-06-01,4.0,18.7,14.4,10.0,0.0,0.0
2013-06-02,2.0,19.3,13.5,8.2,0.0,0.0
2013-06-03,1.0,21.2,14.0,8.7,0.0,0.0
2013-06-04,0.0,21.5,14.3,7.4,0.0,0.0
2013-06-05,3.0,22.9,15.0,8.5,0.0,0.0
2013-06-06,2.0,20.6,15.7,8.5,0.4,0.0
2013-06-07,5.0,18.6,15.1,9.6,0.6,0.0
2013-06-08,4.0,15.3,13.8,8.9,0.0,0.0
2013-06-09,8.0,16.1,12.9,10.5,0.0,0.0
2013-06-10,8.0,18.1,13.3,10.5,0.0,0.0
2013-06-11,6.0,17.8,13.3,8.5,0.0,0.0
2013-06-12,8.0,19.3,15.8,13.7,2.2,0.0
2013-06-13,7.0,19.7,16.2,13.0,0.0,0.0
2013-06-14,5.0,18.3,14.4,9.1,1.0,0.0
2013-06-15,6.0,18.2,14.5,10.7,3.0,0.0
2013-06-16,6.0,21.3,14.9,11.5,0.2,0.0
2013-06-17,5.0,21.0,17.0,12.7,0.0,0.0
2013-06-18,5.0,26.1,17.3,13.5,0.0,0.0
2013-06-19,5.0,21.3,20.7,15.3,0.0,0.0
2013-06-20,6.0,23.7,19.0,16.6,0.0,0.0
2013-06-21,6.0,19.4,18.8,13.9,1.6,0.0
2013-06-22,7.0,18.6,15.6,11.8,0.2,0.0
2013-06-23,7.0,17.7,15.7,12.7,0.2,0.0
2013-06-24,7.0,21.1,13.9,10.0,0.0,0.0
2013-06-25,5.0,22.5,16.0,10.8,0.0,0.0
2013-06-26,5.0,20.7,16.4,10.2,0.0,0.0
2013-06-27,5.0,21.5,16.3,11.9,1.4,0.0
2013-06-28,7.0,22.2,16.8,12.1,0.8,0.0
2013-06-29,4.0,27.2,17.7,13.2,0.0,0.0
2013-06-30,2.0,21.3,20.7,14.1,0.0,0.0
2013-07-01,3.0,17.9,17.4,13.4,0.0,0.0
2013-07-02,5.0,21.5,14.8,11.6,1.2,0.0
2013-07-03,7.0,24.9,17.9,14.3,0.0,0.0
2013-07-04,4.0,26.3,18.7,12.5,0.0,0.0
2013-07-05,0.0,28.1,19.2,12.0,0.0,0.0
2013-07-06,0.0,29.5,21.1,14.0,0.0,0.0
2013-07-07,0.0,27.7,23.0,16.5,0.0,0.0
2013-07-08,0.0,27.2,21.6,15.5,0.0,0.0
2013-07-09,0.0,24.6,19.9,12.5,0.0,0.0
2013-07-10,1.0,23.4,19.1,13.6,0.0,0.0
2013-07-11,3.0,25.9,17.6,11.8,0.0,0.0
2013-07-12,2.0,31.4,19.1,12.3,0.0,0.0
2013-07-13,1.0,29.8,22.9,14.3,0.0,0.0
2013-07-14,1.0,30.9,23.8,17.8,0.0,0.0
2013-07-15,0.0,31.0,24.4,17.8,0.0,0.0
2013-07-16,1.0,31.9,24.1,17.2,0.0,0.0
2013-07-17,1.0,29.5,25.0,18.0,0.0,0.0
2013-07-18,0.0,29.3,24.0,18.4,0.0,0.0
2013-07-19,0.0,24.6,22.6,15.9,0.0,0.0
2013-07-20,5.0,27.5,20.6,16.5,0.0,0.0
2013-07-21,4.0,33.5,22.2,16.9,0.6,0.0
2013-07-22,1.0,29.6,25.4,17.2,0.2,0.0
2013-07-23,3.0,27.7,25.2,20.7,0.4,0.0
2013-07-24,1.0,26.9,21.5,15.3,8.6,0.0
2013-07-25,4.0,26.8,21.6,16.3,0.0,0.0
2013-07-26,3.0,28.9,20.4,13.9,0.0,0.0
2013-07-27,3.0,24.9,21.8,14.7,6.0,0.0
2013-07-28,4.0,24.7,19.8,14.7,2.8,0.0
2013-07-29,4.0,22.3,20.3,15.8,2.8,0.0
2013-07-30,3.0,26.9,18.8,15.2,2.6,0.0
2013-07-31,6.0,34.1,21.4,15.9,0.0,0.0
2013-08-01,1.0,26.4,25.3,16.5,0.0,0.0
2013-08-02,3.0,24.7,21.8,17.2,3.2,0.0
2013-08-03,1.0,24.5,20.0,15.2,0.0,0.0
2013-08-04,2.0,23.8,19.4,14.3,0.0,0.0
2013-08-05,2.0,22.7,20.3,16.7,12.0,0.0
2013-08-06,1.0,23.1,17.3,11.9,0.0,0.0
2013-08-07,1.0,25.5,18.9,14.7,0.0,0.0
2013-08-08,1.0,24.9,18.9,12.2,0.6,0.0
2013-08-09,5.0,23.0,20.2,15.5,0.0,0.0
2013-08-10,5.0,24.0,18.1,13.2,0.0,0.0
2013-08-11,3.0,22.8,20.2,16.4,0.0,0.0
2013-08-12,2.0,21.5,18.2,13.6,0.0,0.0
2013-08-13,1.0,23.4,15.9,10.3,0.4,0.0
2013-08-14,3.0,24.2,17.3,11.2,1.0,0.0
2013-08-15,3.0,23.6,20.2,16.1,1.2,0.0
2013-08-16,3.0,20.9,20.2,16.8,0.8,0.0
2013-08-17,3.0,23.9,17.4,13.9,0.0,0.0
2013-08-18,2.0,23.5,19.9,15.8,0.0,0.0
2013-08-19,1.0,24.9,17.6,11.7,0.0,0.0
2013-08-20,0.0,27.5,18.4,11.8,0.0,0.0
2013-08-21,0.0,23.9,20.1,12.7,2.8,0.0
2013-08-22,2.0,27.7,20.2,16.4,0.0,0.0
2013-08-23,0.0,18.7,21.7,15.7,0.6,0.0
2013-08-24,6.0,24.7,18.0,17.2,9.8,0.0
2013-08-25,5.0,25.9,18.8,12.9,0.2,0.0
2013-08-26,3.0,23.6,20.4,14.9,0.0,0.0
2013-08-27,2.0,24.7,17.8,11.9,0.0,0.0
2013-08-28,1.0,24.7,18.5,12.2,0.0,0.0
2013-08-29,1.0,25.4,19.5,14.2,0.0,0.0
2013-08-30,2.0,21.4,20.3,15.1,0.0,0.0
2013-08-31,1.0,22.3,17.6,13.8,0.0,0.0
2013-09-01,0.0,26.2,15.8,9.2,0.0,0.0
2013-09-02,0.0,26.0,18.8,11.4,0.0,0.0
2013-09-03,2.0,28.5,20.1,14.2,0.0,0.0
2013-09-04,0.0,29.5,21.1,13.7,0.0,0.0
2013-09-05,2.0,18.1,22.0,14.4,0.0,0.0
2013-09-06,5.0,19.5,16.2,14.2,1.2,0.0
2013-09-07,2.0,18.5,15.2,10.9,0.2,0.0
2013-09-08,2.0,14.1,13.3,8.0,3.2,0.0
2013-09-09,4.0,17.2,11.6,9.0,3.2,0.0
2013-09-10,2.0,17.4,13.1,9.0,0.0,0.0
2013-09-11,6.0,20.5,14.7,11.9,2.6,0.0
2013-09-12,6.0,19.6,16.5,12.5,1.8,0.0
2013-09-13,7.0,14.2,16.9,14.2,29.8,0.0
2013-09-14,6.0,16.2,11.7,9.2,0.2,0.0
2013-09-15,3.0,15.2,11.4,6.6,1.8,0.0
2013-09-16,0.0,14.8,11.6,7.9,0.2,0.0
2013-09-17,4.0,16.3,11.4,8.0,4.6,0.0
2013-09-18,4.0,17.5,13.5,10.7,0.0,0.0
2013-09-19,2.0,19.2,12.3,7.0,0.2,0.0
2013-09-20,4.0,18.9,14.0,8.7,0.0,0.0
2013-09-21,4.0,19.8,14.4,9.8,0.0,0.0
2013-09-22,6.0,18.6,17.2,14.5,0.0,0.0
2013-09-23,4.0,22.2,15.8,12.9,0.2,0.0
2013-09-24,5.0,21.9,16.1,10.0,0.0,0.0
2013-09-25,7.0,20.2,17.2,12.5,0.0,0.0
2013-09-26,7.0,18.7,17.1,14.0,0.0,0.0
2013-09-27,5.0,20.2,14.6,10.4,0.0,0.0
2013-09-28,6.0,19.1,16.0,11.8,0.4,0.0
2013-09-29,6.0,19.1,16.5,13.8,0.0,0.0
2013-09-30,5.0,17.5,16.4,13.7,0.0,0.0
2013-10-01,6.0,22.0,14.6,11.7,0.0,0.0
2013-10-02,7.0,19.2,18.0,14.0,0.0,0.0
2013-10-03,6.0,22.0,16.3,13.3,1.6,0.0
2013-10-04,6.0,19.4,19.0,16.0,0.0,0.0
2013-10-05,6.0,19.8,16.0,12.6,0.2,0.0
2013-10-06,4.0,20.3,14.2,8.6,0.0,0.0
2013-10-07,7.0,21.0,15.1,9.9,0.0,0.0
2013-10-08,6.0,17.8,16.8,12.6,0.0,0.0
2013-10-09,6.0,12.1,15.5,13.2,0.0,0.0
2013-10-10,4.0,13.6,9.6,7.0,1.2,0.0
2013-10-11,4.0,14.1,10.9,8.2,5.0,0.0
2013-10-12,7.0,11.4,11.7,9.2,2.2,0.0
2013-10-13,6.0,11.8,10.5,9.6,9.0,0.0
2013-10-14,7.0,13.9,10.3,8.7,2.4,0.0
2013-10-15,5.0,15.9,10.9,7.9,0.2,0.0
2013-10-16,5.0,18.7,10.7,5.4,4.8,0.0
2013-10-17,4.0,17.9,13.9,9.0,0.0,0.0
2013-10-18,5.0,18.5,14.3,10.6,1.0,0.0
2013-10-19,5.0,17.4,15.6,12.6,5.6,0.0
2013-10-20,6.0,18.2,14.9,12.4,7.0,0.0
2013-10-21,7.0,18.4,15.2,12.2,1.2,0.0
2013-10-22,7.0,17.8,16.9,15.3,6.8,0.0
2013-10-23,4.0,17.7,15.6,13.4,0.0,0.0
2013-10-24,4.0,18.8,12.1,6.4,1.8,0.0
2013-10-25,6.0,17.7,15.4,11.9,0.2,0.0
2013-10-26,4.0,16.9,16.1,14.4,4.0,0.0
2013-10-27,5.0,15.2,14.0,11.0,23.5,0.0
2013-10-28,6.0,13.1,13.3,11.3,2.5,0.0
2013-10-29,1.0,14.5,10.3,7.5,0.0,0.0
2013-10-30,3.0,13.3,9.0,3.5,1.0,0.0
2013-10-31,7.0,15.0,10.7,8.1,0.2,0.0
2013-11-01,7.0,15.8,13.2,11.4,0.6,0.0
2013-11-02,5.0,12.6,13.0,10.2,0.0,0.0
2013-11-03,3.0,10.8,10.0,7.4,15.0,0.0
2013-11-04,3.0,13.0,8.4,5.9,5.0,0.0
2013-11-05,7.0,15.7,8.6,4.2,2.0,0.0
2013-11-06,8.0,11.2,12.5,9.3,3.2,0.0
2013-11-07,5.0,11.4,10.2,9.2,0.0,0.0
2013-11-08,3.0,8.2,8.3,5.1,8.8,0.0
2013-11-09,4.0,10.2,6.0,3.7,5.6,0.0
2013-11-10,2.0,13.1,7.3,4.4,1.0,0.0
2013-11-11,7.0,12.8,7.4,1.6,2.8,0.0
2013-11-12,4.0,10.8,11.2,9.6,0.2,0.0
2013-11-13,2.0,9.7,6.1,1.3,0.4,0.0
2013-11-14,2.0,10.0,7.0,4.2,0.0,0.0
2013-11-15,1.0,10.0,6.7,3.4,0.0,0.0
2013-11-16,3.0,9.7,5.2,0.3,0.0,0.0
2013-11-17,8.0,9.6,6.2,2.7,0.4,0.0
2013-11-18,8.0,6.4,8.8,7.9,0.2,0.0
2013-11-19,1.0,7.6,4.4,2.3,0.2,0.0
2013-11-20,5.0,8.3,2.4,-2.9,4.2,0.0
2013-11-21,4.0,8.2,5.8,3.3,0.0,0.0
2013-11-22,2.0,8.1,5.8,3.3,0.0,0.0
2013-11-23,4.0,8.2,5.2,2.3,0.0,0.0
2013-11-24,7.0,7.5,6.0,3.8,0.0,0.0
2013-11-25,7.0,8.2,5.8,4.0,0.0,0.0
2013-11-26,5.0,10.9,4.4,0.6,0.2,0.0
2013-11-27,8.0,10.3,6.6,2.2,0.0,0.0
2013-11-28,8.0,10.4,8.8,7.2,0.0,0.0
2013-11-29,6.0,9.0,8.9,7.4,0.2,0.0
2013-11-30,4.0,9.7,7.2,5.3,0.0,0.0
2013-12-01,6.0,9.7,5.3,0.8,0.0,0.0
2013-12-02,8.0,7.7,7.7,5.7,0.0,0.0
2013-12-03,8.0,8.9,6.8,5.9,0.0,0.0
2013-12-04,5.0,10.6,7.0,5.1,0.2,0.0
2013-12-05,3.0,8.8,5.1,-0.5,0.4,0.0
2013-12-06,3.0,9.4,5.1,1.4,0.0,0.0
2013-12-07,7.0,12.0,6.2,3.0,0.0,0.0
2013-12-08,2.0,11.3,8.0,4.0,0.2,0.0
2013-12-09,0.0,9.6,8.1,4.8,0.2,0.0
2013-12-10,3.0,5.5,4.9,0.1,0.4,0.0
2013-12-11,0.0,11.2,3.1,0.7,0.2,0.0
2013-12-12,3.0,12.6,4.9,-1.5,0.2,0.0
2013-12-13,7.0,11.8,8.8,5.0,1.8,0.0
2013-12-14,3.0,12.7,7.7,3.5,1.2,0.0
2013-12-15,6.0,13.3,8.9,5.0,9.0,0.0
2013-12-16,7.0,7.4,11.0,8.6,12.8,0.0
2013-12-17,7.0,10.8,6.0,4.6,2.8,0.0
2013-12-18,6.0,9.0,7.9,4.9,7.8,0.0
2013-12-19,3.0,11.1,7.0,4.9,3.8,0.0
2013-12-20,2.0,12.1,6.6,2.1,2.6,0.0
2013-12-21,7.0,10.1,8.2,4.2,6.4,0.0
2013-12-22,2.0,11.9,8.7,7.2,0.2,0.0
2013-12-23,6.0,9.5,8.2,4.4,27.0,0.0
2013-12-24,6.0,7.0,8.7,7.9,5.6,0.0
2013-12-25,3.0,11.2,5.1,3.2,1.8,0.0
2013-12-26,6.0,10.8,6.7,2.1,2.4,0.0
2013-12-27,4.0,8.8,6.3,1.8,0.0,0.0
2013-12-28,2.0,10.5,6.3,3.7,0.0,0.0
2013-12-29,1.0,10.5,5.1,-0.3,0.4,0.0
2013-12-30,4.0,10.9,6.4,2.2,6.0,0.0
2013-12-31,5.0,11.4,8.0,5.1,4.8,0.0
